nutrition,value,measure,food_product
"Vitamin C, total ascorbic acid",0.0,MG,breadcrumbs
Cholesterol,0.0,MG,breadcrumbs
"Fatty acids, total saturated",0.0,G,breadcrumbs
Protein,0.266,G,brine
"Iron, Fe",0.25,MG,brine
"Sodium, Na",0.301304347826087,MG,brine
Thiamin,0.05,MG,brine
Riboflavin,0.21538461538461498,MG,brine
Cholesterol,0.3566666666666671,MG,brine
"Fatty acids, total saturated",0.0580833333333333,G,brine
"Calcium, Ca",0.0176923076923077,MG,brine
"Potassium, K",0.14893617021276598,MG,brine
Niacin,0.7375,MG,brine
Total lipid (fat),0.16853932584269699,G,brine
"Carbohydrate, by difference",0.0,G,brine
"Fiber, total dietary",0.0,G,brine
Protein,0.177333333333333,G,brisket
Total lipid (fat),0.108988764044944,G,brisket
"Carbohydrate, by difference",0.0,G,brisket
"Fiber, total dietary",0.0,G,brisket
"Calcium, Ca",0.00538461538461538,MG,brisket
"Iron, Fe",0.13944444444444398,MG,brisket
"Magnesium, Mg",0.05,MG,brisket
"Phosphorus, P",0.1712,MG,brisket
"Potassium, K",0.0546808510638298,MG,brisket
"Sodium, Na",0.16826086956521696,MG,brisket
"Zinc, Zn",0.537272727272727,MG,brisket
"Copper, Cu",0.11888888888888902,MG,brisket
"Selenium, Se",0.42,UG,brisket
"Vitamin A, RAE",0.0,UG,brisket
Vitamin E (alpha-tocopherol),0.0126666666666667,MG,brisket
Vitamin D (D2 + D3),0.015,UG,brisket
"Vitamin C, total ascorbic acid",0.0,MG,brisket
Thiamin,0.0575,MG,brisket
Riboflavin,0.15230769230769198,MG,brisket
Niacin,0.20875,MG,brisket
Vitamin B-6,0.157647058823529,MG,brisket
Vitamin B-12,1.0125,UG,brisket
"Choline, total",0.18363636363636396,MG,brisket
Vitamin K (phylloquinone),0.015,UG,brisket
"Folate, DFE",0.0175,UG,brisket
Cholesterol,0.306666666666667,MG,brisket
"Fatty acids, total saturated",0.06225,G,brisket
"Calcium, Ca",0.0315384615384615,MG,broccoli
"Iron, Fe",0.0405555555555556,MG,broccoli
"Vitamin C, total ascorbic acid",0.9911111111111109,MG,broccoli
Cholesterol,0.0,MG,broccoli
"Fatty acids, total saturated",0.0,G,broccoli
Protein,0.018000000000000002,G,broccoli
Total lipid (fat),0.0019101123595505602,G,broccoli
"Carbohydrate, by difference",0.00424313725490196,G,broccoli
"Fiber, total dietary",0.015625,G,broccoli
"Sodium, Na",0.0234782608695652,MG,broccoli
Protein,0.0156666666666667,G,broccoli rabe
Total lipid (fat),0.0,G,broccoli rabe
"Carbohydrate, by difference",0.0036941176470588204,G,broccoli rabe
"Fiber, total dietary",0.01875,G,broccoli rabe
"Calcium, Ca",0.0615384615384615,MG,broccoli rabe
"Iron, Fe",0.0655555555555555,MG,broccoli rabe
"Potassium, K",0.0731914893617021,MG,broccoli rabe
"Sodium, Na",0.0178260869565217,MG,broccoli rabe
"Sugars, added",0.0,G,broccoli rabe
Cholesterol,0.0,MG,broccoli rabe
"Fatty acids, total saturated",0.0,G,broccoli rabe
Protein,0.0180666666666667,G,brownie
Total lipid (fat),0.152247191011236,G,brownie
"Carbohydrate, by difference",0.0403921568627451,G,brownie
"Fiber, total dietary",0.02109375,G,brownie
"Iron, Fe",0.108333333333333,MG,brownie
"Sodium, Na",0.0765217391304348,MG,brownie
Cholesterol,0.316666666666667,MG,brownie
"Fatty acids, total saturated",0.135833333333333,G,brownie
Protein,0.23800000000000002,G,buffalo
Total lipid (fat),0.30112359550561796,G,buffalo
"Carbohydrate, by difference",0.0028,G,buffalo
"Calcium, Ca",0.823076923076923,MG,buffalo
"Iron, Fe",0.0,MG,buffalo
"Potassium, K",0.0227659574468085,MG,buffalo
"Sodium, Na",0.39130434782608703,MG,buffalo
Cholesterol,0.5366666666666671,MG,buffalo
"Fatty acids, total saturated",0.2975,G,buffalo
Protein,0.0726666666666667,G,chile
Total lipid (fat),0.0949438202247191,G,chile
"Carbohydrate, by difference",0.00498039215686275,G,chile
"Fiber, total dietary",0.00859375,G,chile
"Calcium, Ca",0.175384615384615,MG,chile
"Iron, Fe",0.0644444444444444,MG,chile
"Magnesium, Mg",0.0452380952380952,MG,chile
"Phosphorus, P",0.152,MG,chile
"Potassium, K",0.0417021276595745,MG,chile
"Sodium, Na",0.131304347826087,MG,chile
"Zinc, Zn",0.11636363636363599,MG,chile
"Copper, Cu",0.0933333333333333,MG,chile
"Selenium, Se",0.23636363636363603,UG,chile
"Vitamin A, RAE",0.116666666666667,UG,chile
Vitamin E (alpha-tocopherol),0.0993333333333333,MG,chile
Vitamin D (D2 + D3),0.035,UG,chile
"Vitamin C, total ascorbic acid",0.33444444444444393,MG,chile
Thiamin,0.0491666666666667,MG,chile
Riboflavin,0.19769230769230803,MG,chile
Niacin,0.03975,MG,chile
Vitamin B-6,0.0958823529411765,MG,chile
Vitamin B-12,0.12916666666666698,UG,chile
"Choline, total",0.12563636363636402,MG,chile
Vitamin K (phylloquinone),0.0958333333333333,UG,chile
"Folate, DFE",0.0625,UG,chile
Cholesterol,0.3866666666666671,MG,chile
"Fatty acids, total saturated",0.0575833333333333,G,chile
Pantothenic acid,0.039,MG,chill
Vitamin B-6,0.0447058823529412,MG,chill
Vitamin E (alpha-tocopherol),0.0133333333333333,MG,chill
Total lipid (fat),0.0006741573033707861,G,chill
"Calcium, Ca",0.00846153846153846,MG,chill
"Potassium, K",0.0378723404255319,MG,chill
"Zinc, Zn",0.00636363636363636,MG,chill
"Vitamin A, RAE",0.00222222222222222,UG,chill
"Vitamin C, total ascorbic acid",0.3733333333333329,MG,chill
Thiamin,0.0383333333333333,MG,chill
Riboflavin,0.03,MG,chill
Vitamin K (phylloquinone),0.0,UG,chill
"Fiber, total dietary",0.00234375,G,chill
"Iron, Fe",0.00722222222222222,MG,chill
"Magnesium, Mg",0.0261904761904762,MG,chill
"Phosphorus, P",0.0136,MG,chill
"Sodium, Na",0.8695652173913041,MG,chill
"Copper, Cu",0.0466666666666667,MG,chill
"Manganese, Mn",0.01,MG,chill
Protein,0.004533333333333329,G,chill
"Fatty acids, total saturated",0.00011666666666666699,G,chill
"Folate, DFE",0.0475,UG,chill
"Selenium, Se",0.00181818181818182,UG,chill
"Carbohydrate, by difference",0.009019607843137259,G,chill
"Choline, total",0.0112727272727273,MG,chill
Vitamin B-12,0.0,UG,chill
Cholesterol,0.0,MG,chill
Niacin,0.0175,MG,chill
Vitamin D (D2 + D3),0.0,UG,chill
"Calcium, Ca",0.1,MG,cookie
"Iron, Fe",0.0872222222222222,MG,cookie
"Vitamin C, total ascorbic acid",0.0,MG,cookie
Protein,0.144666666666667,G,cookie
Total lipid (fat),0.09775280898876401,G,cookie
"Carbohydrate, by difference",0.0374901960784314,G,cookie
"Fiber, total dietary",0.0171875,G,cookie
"Sodium, Na",0.19869565217391302,MG,cookie
"Sugars, added",0.0286666666666667,G,cookie
"Fatty acids, total saturated",0.0725,G,cookie
"Calcium, Ca",0.0238461538461538,MG,cupcake
"Iron, Fe",0.0783333333333333,MG,cupcake
"Vitamin C, total ascorbic acid",0.0,MG,cupcake
Protein,0.0156,G,cupcake
Total lipid (fat),0.12752808988764,G,cupcake
"Carbohydrate, by difference",0.0410196078431373,G,cupcake
"Fiber, total dietary",0.01796875,G,cupcake
"Sodium, Na",0.105217391304348,MG,cupcake
Cholesterol,0.0666666666666667,MG,cupcake
"Fatty acids, total saturated",0.0520833333333333,G,cupcake
Protein,0.0545333333333333,G,frittata
Total lipid (fat),0.102247191011236,G,frittata
"Carbohydrate, by difference",0.0163921568627451,G,frittata
"Fiber, total dietary",0.00703125,G,frittata
"Calcium, Ca",0.0561538461538462,MG,frittata
"Iron, Fe",0.111111111111111,MG,frittata
"Potassium, K",0.0308510638297872,MG,frittata
"Sodium, Na",0.197826086956522,MG,frittata
"Sugars, added",0.0,G,frittata
Cholesterol,0.44,MG,frittata
"Fatty acids, total saturated",0.0681666666666667,G,frittata
Protein,0.055,G,fritter
Total lipid (fat),0.12640449438202198,G,fritter
"Carbohydrate, by difference",0.032,G,fritter
"Fiber, total dietary",0.0171875,G,fritter
"Calcium, Ca",0.101538461538462,MG,fritter
"Iron, Fe",0.14055555555555602,MG,fritter
"Magnesium, Mg",0.05,MG,fritter
"Phosphorus, P",0.1248,MG,fritter
"Potassium, K",0.0363829787234043,MG,fritter
"Sodium, Na",0.21826086956521698,MG,fritter
"Zinc, Zn",0.0690909090909091,MG,fritter
"Copper, Cu",0.1,MG,fritter
"Selenium, Se",0.358181818181818,UG,fritter
"Vitamin A, RAE",0.05,UG,fritter
Vitamin E (alpha-tocopherol),0.0986666666666667,MG,fritter
Vitamin D (D2 + D3),0.03,UG,fritter
"Vitamin C, total ascorbic acid",0.007777777777777779,MG,fritter
Thiamin,0.2325,MG,fritter
Riboflavin,0.25307692307692303,MG,fritter
Niacin,0.17125,MG,fritter
Vitamin B-6,0.0417647058823529,MG,fritter
Vitamin B-12,0.0791666666666667,UG,fritter
"Choline, total",0.10509090909090898,MG,fritter
Vitamin K (phylloquinone),0.0916666666666667,UG,fritter
"Folate, DFE",0.2475,UG,fritter
Cholesterol,0.21,MG,fritter
"Fatty acids, total saturated",0.0481666666666667,G,fritter
Protein,0.0235333333333333,G,hamburger
Total lipid (fat),0.0198314606741573,G,hamburger
"Carbohydrate, by difference",0.0323137254901961,G,hamburger
"Fiber, total dietary",0.02734375,G,hamburger
"Calcium, Ca",0.0,MG,hamburger
"Iron, Fe",0.0233333333333333,MG,hamburger
"Sodium, Na",0.14304347826087,MG,hamburger
"Vitamin C, total ascorbic acid",0.0,MG,hamburger
Cholesterol,0.08,MG,hamburger
"Fatty acids, total saturated",0.004916666666666671,G,hamburger
"Fiber, total dietary",0.0,G,iced coffee
"Calcium, Ca",0.0138461538461538,MG,iced coffee
"Iron, Fe",0.0,MG,iced coffee
"Vitamin C, total ascorbic acid",0.0,MG,iced coffee
"Fatty acids, total saturated",0.0,G,iced coffee
Protein,0.002,G,iced coffee
Total lipid (fat),0.0008426966292134831,G,iced coffee
"Carbohydrate, by difference",0.00523137254901961,G,iced coffee
"Sodium, Na",0.00260869565217391,MG,iced coffee
Cholesterol,0.0066666666666666706,MG,iced coffee
Total lipid (fat),0.0,G,iced tea
Protein,0.0,G,iced tea
"Carbohydrate, by difference",0.0044078431372549,G,iced tea
"Sodium, Na",0.0126086956521739,MG,iced tea
"Phosphorus, P",0.0152,MG,jam or jelly
Thiamin,0.0133333333333333,MG,jam or jelly
Riboflavin,0.0584615384615385,MG,jam or jelly
Cholesterol,0.0,MG,jam or jelly
"Sodium, Na",0.0139130434782609,MG,jam or jelly
Protein,0.00246666666666667,G,jam or jelly
Total lipid (fat),0.000393258426966292,G,jam or jelly
"Choline, total",0.0185454545454545,MG,jam or jelly
"Vitamin A, RAE",0.0,UG,jam or jelly
"Folate, DFE",0.0275,UG,jam or jelly
"Calcium, Ca",0.0153846153846154,MG,jam or jelly
"Potassium, K",0.0163829787234043,MG,jam or jelly
"Zinc, Zn",0.00545454545454545,MG,jam or jelly
Niacin,0.00225,MG,jam or jelly
Pantothenic acid,0.004,MG,jam or jelly
Vitamin B-6,0.0117647058823529,MG,jam or jelly
"Fatty acids, total saturated",8.33333333333333e-05,G,jam or jelly
"Vitamin C, total ascorbic acid",0.0977777777777778,MG,jam or jelly
Vitamin B-12,0.0,UG,jam or jelly
"Copper, Cu",0.111111111111111,MG,jam or jelly
"Manganese, Mn",0.0173913043478261,MG,jam or jelly
"Fiber, total dietary",0.00859375,G,jam or jelly
"Iron, Fe",0.0272222222222222,MG,jam or jelly
"Magnesium, Mg",0.00952380952380952,MG,jam or jelly
Vitamin K (phylloquinone),0.0,UG,jam or jelly
"Carbohydrate, by difference",0.0540392156862745,G,jam or jelly
Vitamin E (alpha-tocopherol),0.008,MG,jam or jelly
Vitamin D (D2 + D3),0.0,UG,jam or jelly
"Selenium, Se",0.0363636363636364,UG,jam or jelly
Protein,0.0382,G,macaroni and cheese
Total lipid (fat),0.0123595505617978,G,macaroni and cheese
"Carbohydrate, by difference",0.0110588235294118,G,macaroni and cheese
"Fiber, total dietary",0.00703125,G,macaroni and cheese
"Calcium, Ca",0.0746153846153846,MG,macaroni and cheese
"Iron, Fe",0.0266666666666667,MG,macaroni and cheese
"Potassium, K",0.0385106382978723,MG,macaroni and cheese
"Sodium, Na",0.0995652173913044,MG,macaroni and cheese
"Sugars, added",0.0,G,macaroni and cheese
Cholesterol,0.0133333333333333,MG,macaroni and cheese
"Fatty acids, total saturated",0.00916666666666667,G,macaroni and cheese
Protein,0.000533333333333333,G,margarita
Total lipid (fat),0.00044943820224719103,G,margarita
"Carbohydrate, by difference",0.0126274509803922,G,margarita
"Fiber, total dietary",0.0,G,margarita
"Calcium, Ca",1.53846153846154,MG,margarita
"Iron, Fe",0.005,MG,margarita
"Magnesium, Mg",0.00238095238095238,MG,margarita
"Phosphorus, P",0.004,MG,margarita
"Potassium, K",0.00468085106382979,MG,margarita
"Sodium, Na",0.0886956521739131,MG,margarita
"Zinc, Zn",0.00545454545454545,MG,margarita
"Copper, Cu",0.00555555555555556,MG,margarita
"Selenium, Se",0.00545454545454545,UG,margarita
"Vitamin A, RAE",0.0,UG,margarita
Vitamin E (alpha-tocopherol),0.0,MG,margarita
Vitamin D (D2 + D3),0.0,UG,margarita
"Vitamin C, total ascorbic acid",0.0222222222222222,MG,margarita
Thiamin,0.00916666666666667,MG,margarita
Riboflavin,0.00615384615384615,MG,margarita
Niacin,0.0001875,MG,margarita
Vitamin B-6,0.0,MG,margarita
Vitamin B-12,0.0,UG,margarita
"Choline, total",0.00127272727272727,MG,margarita
Vitamin K (phylloquinone),0.0,UG,margarita
"Folate, DFE",0.0,UG,margarita
Cholesterol,0.0,MG,margarita
"Fatty acids, total saturated",5e-05,G,margarita
Protein,0.0,G,marinade
Total lipid (fat),0.0,G,marinade
"Carbohydrate, by difference",0.0104313725490196,G,marinade
"Fiber, total dietary",0.0,G,marinade
"Calcium, Ca",0.0,MG,marinade
"Iron, Fe",0.0,MG,marinade
"Sodium, Na",1.1304347826087,MG,marinade
"Vitamin C, total ascorbic acid",0.0,MG,marinade
Cholesterol,0.0,MG,marinade
"Fatty acids, total saturated",0.0,G,marinade
Protein,0.0468666666666667,G,meatball
Total lipid (fat),0.0526966292134831,G,meatball
"Carbohydrate, by difference",0.0263529411764706,G,meatball
"Fiber, total dietary",0.0125,G,meatball
"Calcium, Ca",0.0476923076923077,MG,meatball
"Iron, Fe",0.11722222222222198,MG,meatball
"Potassium, K",0.0382978723404255,MG,meatball
"Sodium, Na",0.224347826086957,MG,meatball
"Vitamin C, total ascorbic acid",0.0,MG,meatball
Cholesterol,0.0133333333333333,MG,meatball
"Fatty acids, total saturated",0.0325833333333333,G,meatball
"Calcium, Ca",0.0,MG,muffin
"Iron, Fe",0.04,MG,muffin
"Vitamin C, total ascorbic acid",0.0,MG,muffin
Cholesterol,0.0,MG,muffin
"Fatty acids, total saturated",0.0,G,muffin
Protein,0.02,G,muffin
Total lipid (fat),0.0168539325842697,G,muffin
"Carbohydrate, by difference",0.0258823529411765,G,muffin
"Sodium, Na",0.0695652173913043,MG,muffin
"Fiber, total dietary",0.0078125,G,muffin
"Fiber, total dietary",0.0,G,pie
Protein,0.0178666666666667,G,pie
Total lipid (fat),0.0679775280898876,G,pie
"Carbohydrate, by difference",0.0289411764705882,G,pie
"Calcium, Ca",0.00923076923076923,MG,pie
"Iron, Fe",0.0372222222222222,MG,pie
"Potassium, K",0.0072340425531914904,MG,pie
"Sodium, Na",0.10782608695652197,MG,pie
"Sugars, added",0.0893333333333333,G,pie
Cholesterol,0.0333333333333333,MG,pie
"Fatty acids, total saturated",0.0559166666666667,G,pie
"Calcium, Ca",0.0330769230769231,MG,pizza
"Iron, Fe",0.12166666666666699,MG,pizza
"Vitamin C, total ascorbic acid",0.00444444444444444,MG,pizza
Protein,0.0713333333333333,G,pizza
Total lipid (fat),0.0561797752808989,G,pizza
"Carbohydrate, by difference",0.0218823529411765,G,pizza
"Fiber, total dietary",0.0109375,G,pizza
"Potassium, K",0.0168085106382979,MG,pizza
"Sodium, Na",0.17695652173913,MG,pizza
Cholesterol,0.07,MG,pizza
"Fatty acids, total saturated",0.02975,G,pizza
Protein,0.009866666666666671,G,potato salad
Total lipid (fat),0.0499438202247191,G,potato salad
"Carbohydrate, by difference",0.0156862745098039,G,potato salad
"Fiber, total dietary",0.0171875,G,potato salad
"Calcium, Ca",0.00307692307692308,MG,potato salad
"Iron, Fe",0.0411111111111111,MG,potato salad
"Potassium, K",0.05553191489361701,MG,potato salad
"Sodium, Na",0.17695652173913,MG,potato salad
"Sugars, added",0.0346666666666667,G,potato salad
Cholesterol,0.0233333333333333,MG,potato salad
"Fatty acids, total saturated",0.0123333333333333,G,potato salad
Protein,0.0666666666666667,G,quiche
Total lipid (fat),0.0893258426966292,G,quiche
"Carbohydrate, by difference",0.0142745098039216,G,quiche
"Fiber, total dietary",0.0046875,G,quiche
"Calcium, Ca",0.13538461538461502,MG,quiche
"Iron, Fe",0.0472222222222222,MG,quiche
"Sodium, Na",0.171304347826087,MG,quiche
"Vitamin C, total ascorbic acid",0.0788888888888889,MG,quiche
Cholesterol,0.313333333333333,MG,quiche
"Fatty acids, total saturated",0.06375,G,quiche
"Calcium, Ca",0.12384615384615401,MG,sandwich
"Iron, Fe",0.0966666666666667,MG,sandwich
"Vitamin C, total ascorbic acid",0.0,MG,sandwich
Protein,0.0473333333333333,G,sandwich
Total lipid (fat),0.0651685393258427,G,sandwich
"Carbohydrate, by difference",0.0202352941176471,G,sandwich
"Fiber, total dietary",0.01015625,G,sandwich
"Sodium, Na",0.308695652173913,MG,sandwich
Cholesterol,0.0966666666666667,MG,sandwich
"Fatty acids, total saturated",0.03225,G,sandwich
Protein,0.0184,G,smoothie
Total lipid (fat),0.036685393258427,G,smoothie
"Carbohydrate, by difference",0.00475294117647059,G,smoothie
"Fiber, total dietary",0.02265625,G,smoothie
"Calcium, Ca",0.06,MG,smoothie
"Iron, Fe",0.0355555555555556,MG,smoothie
"Magnesium, Mg",0.0690476190476191,MG,smoothie
"Phosphorus, P",0.06,MG,smoothie
"Potassium, K",0.0734042553191489,MG,smoothie
"Sodium, Na",0.0143478260869565,MG,smoothie
"Zinc, Zn",0.0472727272727273,MG,smoothie
"Copper, Cu",0.103333333333333,MG,smoothie
"Selenium, Se",0.0218181818181818,UG,smoothie
"Vitamin A, RAE",0.116666666666667,UG,smoothie
Vitamin E (alpha-tocopherol),0.0746666666666667,MG,smoothie
Vitamin D (D2 + D3),0.025,UG,smoothie
"Vitamin C, total ascorbic acid",0.0922222222222222,MG,smoothie
Thiamin,0.0533333333333333,MG,smoothie
Riboflavin,0.11,MG,smoothie
Niacin,0.0515,MG,smoothie
Vitamin B-6,0.0917647058823529,MG,smoothie
Vitamin B-12,0.108333333333333,UG,smoothie
"Choline, total",0.0303636363636364,MG,smoothie
Vitamin K (phylloquinone),0.711666666666667,UG,smoothie
"Folate, DFE",0.155,UG,smoothie
Cholesterol,0.0133333333333333,MG,smoothie
"Fatty acids, total saturated",0.01125,G,smoothie
Protein,0.0454666666666667,G,sourdough
Total lipid (fat),0.0,G,sourdough
"Carbohydrate, by difference",0.0356078431372549,G,sourdough
"Fiber, total dietary",0.01796875,G,sourdough
"Calcium, Ca",0.0523076923076923,MG,sourdough
"Iron, Fe",0.136111111111111,MG,sourdough
"Sodium, Na",0.287391304347826,MG,sourdough
"Vitamin C, total ascorbic acid",0.0,MG,sourdough
Cholesterol,0.0,MG,sourdough
"Fatty acids, total saturated",0.0,G,sourdough
Protein,0.0753333333333333,G,stew
Total lipid (fat),0.0282584269662921,G,stew
"Carbohydrate, by difference",0.00574117647058824,G,stew
"Fiber, total dietary",0.009375,G,stew
"Calcium, Ca",0.0130769230769231,MG,stew
"Iron, Fe",0.0405555555555556,MG,stew
"Magnesium, Mg",0.0523809523809524,MG,stew
"Phosphorus, P",0.0928,MG,stew
"Potassium, K",0.0546808510638298,MG,stew
"Sodium, Na",0.10173913043478301,MG,stew
"Zinc, Zn",0.0927272727272727,MG,stew
"Copper, Cu",0.0944444444444444,MG,stew
"Selenium, Se",0.23636363636363603,UG,stew
"Vitamin A, RAE",0.007777777777777779,UG,stew
Vitamin E (alpha-tocopherol),0.026000000000000002,MG,stew
Vitamin D (D2 + D3),0.005,UG,stew
"Vitamin C, total ascorbic acid",0.04,MG,stew
Thiamin,0.195,MG,stew
Riboflavin,0.0961538461538461,MG,stew
Niacin,0.191875,MG,stew
Vitamin B-6,0.127647058823529,MG,stew
Vitamin B-12,0.0791666666666667,UG,stew
"Choline, total",0.06,MG,stew
Vitamin K (phylloquinone),0.025,UG,stew
"Folate, DFE",0.025,UG,stew
Cholesterol,0.123333333333333,MG,stew
"Fatty acids, total saturated",0.0101666666666667,G,stew
Protein,0.0139333333333333,G,stir-fry
Total lipid (fat),0.0158426966292135,G,stir-fry
"Carbohydrate, by difference",0.00749019607843137,G,stir-fry
"Fiber, total dietary",0.02265625,G,stir-fry
"Calcium, Ca",0.0284615384615385,MG,stir-fry
"Iron, Fe",0.06,MG,stir-fry
"Magnesium, Mg",0.0404761904761905,MG,stir-fry
"Phosphorus, P",0.0368,MG,stir-fry
"Potassium, K",0.0548936170212766,MG,stir-fry
"Sodium, Na",0.0617391304347826,MG,stir-fry
"Zinc, Zn",0.0345454545454545,MG,stir-fry
"Copper, Cu",0.0833333333333333,MG,stir-fry
"Selenium, Se",0.0181818181818182,UG,stir-fry
"Vitamin A, RAE",0.26222222222222197,UG,stir-fry
Vitamin E (alpha-tocopherol),0.0613333333333333,MG,stir-fry
Vitamin D (D2 + D3),0.0,UG,stir-fry
"Vitamin C, total ascorbic acid",0.367777777777778,MG,stir-fry
Thiamin,0.0458333333333333,MG,stir-fry
Riboflavin,0.0615384615384615,MG,stir-fry
Niacin,0.040875,MG,stir-fry
Vitamin B-6,0.10941176470588197,MG,stir-fry
Vitamin B-12,0.0,UG,stir-fry
"Choline, total",0.0309090909090909,MG,stir-fry
Vitamin K (phylloquinone),0.32833333333333303,UG,stir-fry
